Project Name,Package Name,Type Name,Method Name,Implementation Smell,Cause of the Smell,Method start line no
javapoet,com.squareup.javapoet,LineWrapperTest,fencepostZeroWidth,Magic Number,The method contains a magic number: 10,102
javapoet,com.squareup.javapoet,LineWrapperTest,fencepostZeroWidth,Magic Number,The method contains a magic number: 2,102
javapoet,com.squareup.javapoet,LineWrapperTest,overlyLongLinesWithoutLeadingSpace,Magic Number,The method contains a magic number: 10,114
javapoet,com.squareup.javapoet,LineWrapperTest,overlyLongLinesWithLeadingSpace,Magic Number,The method contains a magic number: 10,122
javapoet,com.squareup.javapoet,LineWrapperTest,overlyLongLinesWithLeadingSpace,Magic Number,The method contains a magic number: 2,122
javapoet,com.squareup.javapoet,LineWrapperTest,overlyLongLinesWithLeadingZeroWidth,Magic Number,The method contains a magic number: 10,131
javapoet,com.squareup.javapoet,LineWrapperTest,overlyLongLinesWithLeadingZeroWidth,Magic Number,The method contains a magic number: 2,131
javapoet,com.squareup.javapoet,LineWrapperTest,noWrapEmbeddedNewlines,Magic Number,The method contains a magic number: 10,140
javapoet,com.squareup.javapoet,LineWrapperTest,noWrapEmbeddedNewlines,Magic Number,The method contains a magic number: 2,140
javapoet,com.squareup.javapoet,LineWrapperTest,wrapEmbeddedNewlines,Magic Number,The method contains a magic number: 10,151
javapoet,com.squareup.javapoet,LineWrapperTest,wrapEmbeddedNewlines,Magic Number,The method contains a magic number: 2,151
javapoet,com.squareup.javapoet,LineWrapperTest,noWrapEmbeddedNewlines_ZeroWidth,Magic Number,The method contains a magic number: 10,162
javapoet,com.squareup.javapoet,LineWrapperTest,noWrapEmbeddedNewlines_ZeroWidth,Magic Number,The method contains a magic number: 2,162
javapoet,com.squareup.javapoet,LineWrapperTest,wrapEmbeddedNewlines_ZeroWidth,Magic Number,The method contains a magic number: 10,173
javapoet,com.squareup.javapoet,LineWrapperTest,wrapEmbeddedNewlines_ZeroWidth,Magic Number,The method contains a magic number: 2,173
javapoet,com.squareup.javapoet,LineWrapperTest,noWrapMultipleNewlines,Magic Number,The method contains a magic number: 10,184
javapoet,com.squareup.javapoet,LineWrapperTest,noWrapMultipleNewlines,Magic Number,The method contains a magic number: 2,184
javapoet,com.squareup.javapoet,LineWrapperTest,noWrapMultipleNewlines,Magic Number,The method contains a magic number: 2,184
javapoet,com.squareup.javapoet,LineWrapperTest,wrapMultipleNewlines,Magic Number,The method contains a magic number: 10,196
javapoet,com.squareup.javapoet,LineWrapperTest,wrapMultipleNewlines,Magic Number,The method contains a magic number: 2,196
javapoet,com.squareup.javapoet,LineWrapperTest,wrapMultipleNewlines,Magic Number,The method contains a magic number: 2,196
javapoet,com.squareup.javapoet,MethodSpecTest,overrideEverything,Long Statement,The length of the statement "assertThat(method.toString()).isEqualTo("" + "@java.lang.Override\n" + "protected <T extends java.lang.Runnable & java.io.Closeable> java.lang.Runnable "+ "everything(\n"+ " java.lang.String arg0` java.util.List<? extends T> arg1) throws java.io.IOException`\n"+ " java.lang.SecurityException {\n"+ "}\n");" is 306.,150
javapoet,com.squareup.javapoet,MethodSpecTest,overrideGenerics,Long Statement,The length of the statement "assertThat(method.toString()).isEqualTo("" + "@java.lang.Override\n" + "<T` R` V extends java.lang.Throwable> T run(R param) throws V {\n"+ " return null;\n"+ "}\n");" is 166.,163
javapoet,com.squareup.javapoet,MethodSpecTest,overrideDoesNotCopyDefaultModifier,Long Statement,The length of the statement "assertThat(method.toString()).isEqualTo("" + "@java.lang.Override\n" + "public java.util.Spliterator<java.lang.Object> spliterator() {\n"+ "}\n");" is 146.,186
javapoet,com.squareup.javapoet,MethodSpecTest,overrideExtendsOthersWorksWithActualTypeParameters,Long Statement,The length of the statement "assertThat(method.toString()).isEqualTo("" + "@java.lang.Override\n" + "public java.lang.Integer call() throws java.lang.Exception {\n"+ "}\n");" is 144.,198
javapoet,com.squareup.javapoet,MethodSpecTest,overrideExtendsOthersWorksWithActualTypeParameters,Long Statement,The length of the statement "assertThat(method.toString()).isEqualTo("" + "@java.lang.Override\n" + "public int compareTo(" + ExtendsOthers.class.getCanonicalName() + " arg0) {\n"+ "}\n");" is 159.,198
javapoet,com.squareup.javapoet,MethodSpecTest,overrideExtendsOthersWorksWithActualTypeParameters,Long Statement,The length of the statement "assertThat(method.toString()).isEqualTo("" + "@java.lang.Override\n" + "public void fail() throws java.lang.IllegalStateException {\n"+ "}\n");" is 143.,198
javapoet,com.squareup.javapoet,MethodSpecTest,overrideFinalClassMethod,Long Statement,The length of the statement "assertThat(expected).hasMessageThat().isEqualTo("Cannot override method on final class com.squareup.javapoet.MethodSpecTest.FinalClass");" is 137.,222
javapoet,com.squareup.javapoet,MethodSpecTest,overrideDoesNotCopyParameterAnnotations,Long Statement,The length of the statement "TypeSpec type=TypeSpec.classBuilder(implClassName).superclass(abstractTypeElement.asType()).addMethod(MethodSpec.overriding(fooElement).build()).build();" is 153.,264
javapoet,com.squareup.javapoet,MethodSpecTest,withoutParameterJavaDoc,Long Statement,The length of the statement "MethodSpec methodSpec=MethodSpec.methodBuilder("getTaco").addModifiers(Modifier.PRIVATE).addParameter(TypeName.DOUBLE`"money").addJavadoc("Gets the best Taco\n").build();" is 170.,294
javapoet,com.squareup.javapoet,MethodSpecTest,withoutParameterJavaDoc,Long Statement,The length of the statement "assertThat(methodSpec.toString()).isEqualTo("" + "/**\n" + " * Gets the best Taco\n"+ " */\n"+ "private void getTaco(double money) {\n"+ "}\n");" is 144.,294
javapoet,com.squareup.javapoet,MethodSpecTest,withParameterJavaDoc,Long Statement,The length of the statement "MethodSpec methodSpec=MethodSpec.methodBuilder("getTaco").addParameter(ParameterSpec.builder(TypeName.DOUBLE`"money").addJavadoc("the amount required to buy the taco.\n").build()).addParameter(ParameterSpec.builder(TypeName.INT`"count").addJavadoc("the number of Tacos to buy.\n").build()).addJavadoc("Gets the best Taco money can buy.\n").build();" is 348.,308
javapoet,com.squareup.javapoet,MethodSpecTest,withParameterJavaDoc,Long Statement,The length of the statement "assertThat(methodSpec.toString()).isEqualTo("" + "/**\n" + " * Gets the best Taco money can buy.\n"+ " *\n"+ " * @param money the amount required to buy the taco.\n"+ " * @param count the number of Tacos to buy.\n"+ " */\n"+ "void getTaco(double money` int count) {\n"+ "}\n");" is 277.,308
javapoet,com.squareup.javapoet,MethodSpecTest,withParameterJavaDocAndWithoutMethodJavadoc,Long Statement,The length of the statement "MethodSpec methodSpec=MethodSpec.methodBuilder("getTaco").addParameter(ParameterSpec.builder(TypeName.DOUBLE`"money").addJavadoc("the amount required to buy the taco.\n").build()).addParameter(ParameterSpec.builder(TypeName.INT`"count").addJavadoc("the number of Tacos to buy.\n").build()).build();" is 298.,329
javapoet,com.squareup.javapoet,MethodSpecTest,withParameterJavaDocAndWithoutMethodJavadoc,Long Statement,The length of the statement "assertThat(methodSpec.toString()).isEqualTo("" + "/**\n" + " * @param money the amount required to buy the taco.\n"+ " * @param count the number of Tacos to buy.\n"+ " */\n"+ "void getTaco(double money` int count) {\n"+ "}\n");" is 227.,329
javapoet,com.squareup.javapoet,MethodSpecTest,duplicateExceptionsIgnored,Long Statement,The length of the statement "MethodSpec methodSpec=MethodSpec.methodBuilder("duplicateExceptions").addException(ioException).addException(timeoutException).addException(timeoutException).addException(ioException).build();" is 192.,347
javapoet,com.squareup.javapoet,MethodSpecTest,duplicateExceptionsIgnored,Long Statement,The length of the statement "assertThat(methodSpec.toBuilder().addException(ioException).build().exceptions).isEqualTo(Arrays.asList(ioException`timeoutException));" is 135.,347
javapoet,com.squareup.javapoet,MethodSpecTest,modifyAnnotations,Long Statement,The length of the statement "MethodSpec.Builder builder=MethodSpec.methodBuilder("foo").addAnnotation(Override.class).addAnnotation(SuppressWarnings.class);" is 127.,390
javapoet,com.squareup.javapoet,MethodSpecTest,modifyTypeVariables,Long Statement,The length of the statement "MethodSpec.Builder builder=MethodSpec.methodBuilder("foo").addTypeVariable(t).addTypeVariable(TypeVariableName.get("V"));" is 121.,415
javapoet,com.squareup.javapoet,MethodSpecTest,controlFlowWithNamedCodeBlocks,Long Statement,The length of the statement "MethodSpec methodSpec=MethodSpec.methodBuilder("method").beginControlFlow(named("if ($field:N > $threshold:L)"`m)).nextControlFlow(named("else if ($field:N == $threshold:L)"`m)).endControlFlow().build();" is 203.,448
javapoet,com.squareup.javapoet,MethodSpecTest,controlFlowWithNamedCodeBlocks,Long Statement,The length of the statement "assertThat(methodSpec.toString()).isEqualTo("" + "void method() {\n" + " if (valueField > 5) {\n"+ " } else if (valueField == 5) {\n"+ " }\n"+ "}\n");" is 150.,448
javapoet,com.squareup.javapoet,MethodSpecTest,doWhileWithNamedCodeBlocks,Long Statement,The length of the statement "MethodSpec methodSpec=MethodSpec.methodBuilder("method").beginControlFlow("do").addStatement(named("$field:N--"`m)).endControlFlow(named("while ($field:N > $threshold:L)"`m)).build();" is 183.,467
javapoet,com.squareup.javapoet,MethodSpecTest,doWhileWithNamedCodeBlocks,Long Statement,The length of the statement "assertThat(methodSpec.toString()).isEqualTo("" + "void method() {\n" + " do {\n"+ " valueField--;\n"+ " } while (valueField > 5);\n"+ "}\n");" is 141.,467
javapoet,com.squareup.javapoet,MethodSpecTest,testAddAnnotations,Magic Number,The method contains a magic number: 2,490
javapoet,com.squareup.javapoet,MethodSpecTest,testAddTypeVariables,Magic Number,The method contains a magic number: 2,501
javapoet,com.squareup.javapoet,MethodSpecTest,testAddNamedCode,Magic Number,The method contains a magic number: 42,532
javapoet,com.squareup.javapoet,MethodSpecTest,testAddNamedCode,Magic Number,The method contains a magic number: 42,532
javapoet,com.squareup.javapoet,MethodSpecTest,testAddComment,Long Statement,The length of the statement "MethodSpec.Builder builder=MethodSpec.methodBuilder("testMethod").addComment("This is a comment with args: %s` %d").returns(void.class).addModifiers(Modifier.PUBLIC);" is 166.,543
javapoet,com.squareup.javapoet,NameAllocatorTest,usage,Magic Number,The method contains a magic number: 2,26
javapoet,com.squareup.javapoet,NameAllocatorTest,usage,Magic Number,The method contains a magic number: 2,26
javapoet,com.squareup.javapoet,NameAllocatorTest,nameCollisionWithTag,Magic Number,The method contains a magic number: 2,41
javapoet,com.squareup.javapoet,NameAllocatorTest,nameCollisionWithTag,Magic Number,The method contains a magic number: 3,41
javapoet,com.squareup.javapoet,NameAllocatorTest,nameCollisionWithTag,Magic Number,The method contains a magic number: 2,41
javapoet,com.squareup.javapoet,NameAllocatorTest,nameCollisionWithTag,Magic Number,The method contains a magic number: 3,41
javapoet,com.squareup.javapoet,NameAllocatorTest,characterMappingInvalidStartButValidPart,Magic Number,The method contains a magic number: 2,61
javapoet,com.squareup.javapoet,NameAllocatorTest,cloneUsage,Magic Number,The method contains a magic number: 2,99
javapoet,com.squareup.javapoet,NameAllocatorTest,cloneUsage,Magic Number,The method contains a magic number: 3,99
javapoet,com.squareup.javapoet,NameAllocatorTest,cloneUsage,Magic Number,The method contains a magic number: 2,99
javapoet,com.squareup.javapoet,NameAllocatorTest,cloneUsage,Magic Number,The method contains a magic number: 3,99
javapoet,com.squareup.javapoet,ParameterSpecTest,modifyAnnotations,Long Statement,The length of the statement "ParameterSpec.Builder builder=ParameterSpec.builder(int.class`"foo").addAnnotation(Override.class).addAnnotation(SuppressWarnings.class);" is 137.,140
javapoet,com.squareup.javapoet,TypeNameTest,innerClassInGenericType,Long Statement,The length of the statement "assertNotEquals(TypeName.get(genericStringInner.getGenericReturnType())`TypeName.get(getClass().getDeclaredMethod("testGenericIntInner").getGenericReturnType()));" is 162.,79
javapoet,com.squareup.javapoet,TypeNameTest,innerGenericInGenericType,Long Statement,The length of the statement "assertNotEquals(TypeName.get(genericStringInner.getGenericReturnType())`TypeName.get(getClass().getDeclaredMethod("testGenericInnerInt").getGenericReturnType()));" is 162.,91
javapoet,com.squareup.javapoet,TypeNameTest,innerGenericInGenericType,Long Statement,The length of the statement "assertThat(genericTypeName.toString()).isEqualTo(TestGeneric.class.getCanonicalName() + "<java.lang.Short>.InnerGeneric<java.lang.Long>");" is 138.,91
javapoet,com.squareup.javapoet,TypeNameTest,equalsAndHashCodeParameterizedTypeName,Long Statement,The length of the statement "assertEqualsHashCodeAndToString(ParameterizedTypeName.get(Set.class`UUID.class)`ParameterizedTypeName.get(Set.class`UUID.class));" is 129.,139
javapoet,com.squareup.javapoet,TypeNameTest,equalsAndHashCodeWildcardTypeName,Long Statement,The length of the statement "assertEqualsHashCodeAndToString(WildcardTypeName.subtypeOf(Serializable.class)`WildcardTypeName.subtypeOf(Serializable.class));" is 127.,156
javapoet,com.squareup.javapoet,TypeSpecTest,basic,Long Statement,The length of the statement "TypeSpec taco=TypeSpec.classBuilder("Taco").addMethod(MethodSpec.methodBuilder("toString").addAnnotation(Override.class).addModifiers(Modifier.PUBLIC`Modifier.FINAL).returns(String.class).addCode("return $S;\n"`"taco").build()).build();" is 236.,60
javapoet,com.squareup.javapoet,TypeSpecTest,basic,Long Statement,The length of the statement "assertThat(toString(taco)).isEqualTo("" + "package com.squareup.tacos;\n" + "\n"+ "import java.lang.Override;\n"+ "import java.lang.String;\n"+ "\n"+ "class Taco {\n"+ " @Override\n"+ " public final String toString() {\n"+ " return \"taco\";\n"+ " }\n"+ "}\n");" is 261.,60
javapoet,com.squareup.javapoet,TypeSpecTest,basic,Magic Number,The method contains a magic number: 472949424,60
javapoet,com.squareup.javapoet,TypeSpecTest,interestingTypes,Long Statement,The length of the statement "TypeName listOfExtends=ParameterizedTypeName.get(ClassName.get(List.class)`WildcardTypeName.subtypeOf(Serializable.class));" is 123.,84
javapoet,com.squareup.javapoet,TypeSpecTest,interestingTypes,Long Statement,The length of the statement "TypeSpec taco=TypeSpec.classBuilder("Taco").addField(listOfAny`"extendsObject").addField(listOfExtends`"extendsSerializable").addField(listOfSuper`"superString").build();" is 170.,84
javapoet,com.squareup.javapoet,TypeSpecTest,interestingTypes,Long Statement,The length of the statement "assertThat(toString(taco)).isEqualTo("" + "package com.squareup.tacos;\n" + "\n"+ "import java.io.Serializable;\n"+ "import java.lang.String;\n"+ "import java.util.List;\n"+ "\n"+ "class Taco {\n"+ " List<?> extendsObject;\n"+ "\n"+ " List<? extends Serializable> extendsSerializable;\n"+ "\n"+ " List<? super String> superString;\n"+ "}\n");" is 342.,84
javapoet,com.squareup.javapoet,TypeSpecTest,anonymousInnerClass,Long Statement,The length of the statement "TypeSpec aSimpleThung=TypeSpec.anonymousClassBuilder(CodeBlock.of("$N"`thungParameter)).superclass(simpleThungOfBar).addMethod(MethodSpec.methodBuilder("doSomething").addAnnotation(Override.class).addModifiers(Modifier.PUBLIC).addParameter(bar`"bar").addCode("/* code snippets */\n").build()).build();" is 301.,112
javapoet,com.squareup.javapoet,TypeSpecTest,anonymousInnerClass,Long Statement,The length of the statement "TypeSpec aThingThang=TypeSpec.anonymousClassBuilder("").superclass(thingThangOfFooBar).addMethod(MethodSpec.methodBuilder("call").addAnnotation(Override.class).addModifiers(Modifier.PUBLIC).returns(thungOfSuperBar).addParameter(thungParameter).addCode("return $L;\n"`aSimpleThung).build()).build();" is 298.,112
javapoet,com.squareup.javapoet,TypeSpecTest,anonymousInnerClass,Long Statement,The length of the statement "TypeSpec taco=TypeSpec.classBuilder("Taco").addField(FieldSpec.builder(thingThangOfFooBar`"NAME").addModifiers(Modifier.STATIC`Modifier.FINAL`Modifier.FINAL).initializer("$L"`aThingThang).build()).build();" is 205.,112
javapoet,com.squareup.javapoet,TypeSpecTest,anonymousInnerClass,Long Statement,The length of the statement "assertThat(toString(taco)).isEqualTo("" + "package com.squareup.tacos;\n" + "\n"+ "import java.lang.Override;\n"+ "\n"+ "class Taco {\n"+ " static final Thing.Thang<Foo` Bar> NAME = new Thing.Thang<Foo` Bar>() {\n"+ " @Override\n"+ " public Thung<? super Bar> call(final Thung<? super Foo> thung) {\n"+ " return new SimpleThung<Bar>(thung) {\n"+ " @Override\n"+ " public void doSomething(Bar bar) {\n"+ " /* code snippets */\n"+ " }\n"+ " };\n"+ " }\n"+ " };\n"+ "}\n");" is 470.,112
javapoet,com.squareup.javapoet,TypeSpecTest,annotatedParameters,Long Statement,The length of the statement "TypeSpec service=TypeSpec.classBuilder("Foo").addMethod(MethodSpec.constructorBuilder().addModifiers(Modifier.PUBLIC).addParameter(long.class`"id").addParameter(ParameterSpec.builder(String.class`"one").addAnnotation(ClassName.get(tacosPackage`"Ping")).build()).addParameter(ParameterSpec.builder(String.class`"two").addAnnotation(ClassName.get(tacosPackage`"Ping")).build()).addParameter(ParameterSpec.builder(String.class`"three").addAnnotation(AnnotationSpec.builder(ClassName.get(tacosPackage`"Pong")).addMember("value"`"$S"`"pong").build()).build()).addParameter(ParameterSpec.builder(String.class`"four").addAnnotation(ClassName.get(tacosPackage`"Ping")).build()).addCode("/* code snippets */\n").build()).build();" is 720.,172
javapoet,com.squareup.javapoet,TypeSpecTest,annotatedParameters,Long Statement,The length of the statement "assertThat(toString(service)).isEqualTo("" + "package com.squareup.tacos;\n" + "\n"+ "import java.lang.String;\n"+ "\n"+ "class Foo {\n"+ " public Foo(long id` @Ping String one` @Ping String two` @Pong(\"pong\") String three`\n"+ " @Ping String four) {\n"+ " /* code snippets */\n"+ " }\n"+ "}\n");" is 298.,172
javapoet,com.squareup.javapoet,TypeSpecTest,annotationsAndJavaLangTypes,Long Statement,The length of the statement "TypeSpec taco=TypeSpec.classBuilder("EthicalTaco").addField(ClassName.get(String.class).annotated(AnnotationSpec.builder(freeRange).build())`"meat").build();" is 157.,208
javapoet,com.squareup.javapoet,TypeSpecTest,annotationsAndJavaLangTypes,Long Statement,The length of the statement "assertThat(toString(taco)).isEqualTo("" + "package com.squareup.tacos;\n" + "\n"+ "import java.lang.String;\n"+ "import javax.annotation.FreeRange;\n"+ "\n"+ "class EthicalTaco {\n"+ " @FreeRange String meat;\n"+ "}\n");" is 220.,208
javapoet,com.squareup.javapoet,TypeSpecTest,retrofitStyleInterface,Long Statement,The length of the statement "TypeSpec service=TypeSpec.interfaceBuilder("Service").addMethod(MethodSpec.methodBuilder("fooBar").addModifiers(Modifier.PUBLIC`Modifier.ABSTRACT).addAnnotation(AnnotationSpec.builder(headers).addMember("value"`"$S"`"Accept: application/json").addMember("value"`"$S"`"User-Agent: foobar").build()).addAnnotation(AnnotationSpec.builder(post).addMember("value"`"$S"`"/foo/bar").build()).returns(ParameterizedTypeName.get(observable`fooBar)).addParameter(ParameterSpec.builder(ParameterizedTypeName.get(things`thing)`"things").addAnnotation(body).build()).addParameter(ParameterSpec.builder(ParameterizedTypeName.get(map`string`string)`"query").addAnnotation(AnnotationSpec.builder(queryMap).addMember("encodeValues"`"false").build()).build()).addParameter(ParameterSpec.builder(string`"authorization").addAnnotation(AnnotationSpec.builder(header).addMember("value"`"$S"`"Authorization").build()).build()).build()).build();" is 920.,230
javapoet,com.squareup.javapoet,TypeSpecTest,retrofitStyleInterface,Long Statement,The length of the statement "assertThat(toString(service)).isEqualTo("" + "package com.squareup.tacos;\n" + "\n"+ "import java.lang.String;\n"+ "import java.util.Map;\n"+ "\n"+ "interface Service {\n"+ " @Headers({\n"+ " \"Accept: application/json\"`\n"+ " \"User-Agent: foobar\"\n"+ " })\n"+ " @POST(\"/foo/bar\")\n"+ " Observable<FooBar> fooBar(@Body Things<Thing> things`\n"+ " @QueryMap(encodeValues = false) Map<String` String> query`\n"+ " @Header(\"Authorization\") String authorization);\n"+ "}\n");" is 478.,230
javapoet,com.squareup.javapoet,TypeSpecTest,annotatedField,Long Statement,The length of the statement "TypeSpec taco=TypeSpec.classBuilder("Taco").addField(FieldSpec.builder(String.class`"thing"`Modifier.PRIVATE`Modifier.FINAL).addAnnotation(AnnotationSpec.builder(ClassName.get(tacosPackage`"JsonAdapter")).addMember("value"`"$T.class"`ClassName.get(tacosPackage`"Foo")).build()).build()).build();" is 295.,288
javapoet,com.squareup.javapoet,TypeSpecTest,annotatedField,Long Statement,The length of the statement "assertThat(toString(taco)).isEqualTo("" + "package com.squareup.tacos;\n" + "\n"+ "import java.lang.String;\n"+ "\n"+ "class Taco {\n"+ " @JsonAdapter(Foo.class)\n"+ " private final String thing;\n"+ "}\n");" is 207.,288
javapoet,com.squareup.javapoet,TypeSpecTest,annotatedClass,Long Statement,The length of the statement "TypeSpec taco=TypeSpec.classBuilder("Foo").addAnnotation(AnnotationSpec.builder(ClassName.get(tacosPackage`"Something")).addMember("hi"`"$T.$N"`someType`"FIELD").addMember("hey"`"$L"`12).addMember("hello"`"$S"`"goodbye").build()).addModifiers(Modifier.PUBLIC).build();" is 268.,307
javapoet,com.squareup.javapoet,TypeSpecTest,annotatedClass,Long Statement,The length of the statement "assertThat(toString(taco)).isEqualTo("" + "package com.squareup.tacos;\n" + "\n"+ "@Something(\n"+ " hi = SomeType.FIELD`\n"+ " hey = 12`\n"+ " hello = \"goodbye\"\n"+ ")\n"+ "public class Foo {\n"+ "}\n");" is 206.,307
javapoet,com.squareup.javapoet,TypeSpecTest,annotatedClass,Magic Number,The method contains a magic number: 12,307
javapoet,com.squareup.javapoet,TypeSpecTest,enumWithSubclassing,Long Statement,The length of the statement "TypeSpec roshambo=TypeSpec.enumBuilder("Roshambo").addModifiers(Modifier.PUBLIC).addEnumConstant("ROCK"`TypeSpec.anonymousClassBuilder("").addJavadoc("Avalanche!\n").build()).addEnumConstant("PAPER"`TypeSpec.anonymousClassBuilder("$S"`"flat").addMethod(MethodSpec.methodBuilder("toString").addAnnotation(Override.class).addModifiers(Modifier.PUBLIC).returns(String.class).addCode("return $S;\n"`"paper airplane!").build()).build()).addEnumConstant("SCISSORS"`TypeSpec.anonymousClassBuilder("$S"`"peace sign").build()).addField(String.class`"handPosition"`Modifier.PRIVATE`Modifier.FINAL).addMethod(MethodSpec.constructorBuilder().addParameter(String.class`"handPosition").addCode("this.handPosition = handPosition;\n").build()).addMethod(MethodSpec.constructorBuilder().addCode("this($S);\n"`"fist").build()).build();" is 817.,350
javapoet,com.squareup.javapoet,TypeSpecTest,enumWithSubclassing,Long Statement,The length of the statement "assertThat(toString(roshambo)).isEqualTo("" + "package com.squareup.tacos;\n" + "\n"+ "import java.lang.Override;\n"+ "import java.lang.String;\n"+ "\n"+ "public enum Roshambo {\n"+ " /**\n"+ " * Avalanche!\n"+ " */\n"+ " ROCK`\n"+ "\n"+ " PAPER(\"flat\") {\n"+ " @Override\n"+ " public String toString() {\n"+ " return \"paper airplane!\";\n"+ " }\n"+ " }`\n"+ "\n"+ " SCISSORS(\"peace sign\");\n"+ "\n"+ " private final String handPosition;\n"+ "\n"+ " Roshambo(String handPosition) {\n"+ " this.handPosition = handPosition;\n"+ " }\n"+ "\n"+ " Roshambo() {\n"+ " this(\"fist\");\n"+ " }\n"+ "}\n");" is 601.,350
javapoet,com.squareup.javapoet,TypeSpecTest,enumsMayDefineAbstractMethods,Long Statement,The length of the statement "TypeSpec roshambo=TypeSpec.enumBuilder("Tortilla").addModifiers(Modifier.PUBLIC).addEnumConstant("CORN"`TypeSpec.anonymousClassBuilder("").addMethod(MethodSpec.methodBuilder("fold").addAnnotation(Override.class).addModifiers(Modifier.PUBLIC).build()).build()).addMethod(MethodSpec.methodBuilder("fold").addModifiers(Modifier.PUBLIC`Modifier.ABSTRACT).build()).build();" is 368.,408
javapoet,com.squareup.javapoet,TypeSpecTest,enumsMayDefineAbstractMethods,Long Statement,The length of the statement "assertThat(toString(roshambo)).isEqualTo("" + "package com.squareup.tacos;\n" + "\n"+ "import java.lang.Override;\n"+ "\n"+ "public enum Tortilla {\n"+ " CORN {\n"+ " @Override\n"+ " public void fold() {\n"+ " }\n"+ " };\n"+ "\n"+ " public abstract void fold();\n"+ "}\n");" is 273.,408
javapoet,com.squareup.javapoet,TypeSpecTest,noEnumConstants,Long Statement,The length of the statement "assertThat(toString(roshambo)).isEqualTo("" + "package com.squareup.tacos;\n" + "\n"+ "import java.lang.String;\n"+ "\n"+ "enum Roshambo {\n"+ " ;\n"+ " static String NO_ENUM;\n"+ "}\n");" is 187.,438
javapoet,com.squareup.javapoet,TypeSpecTest,onlyEnumsMayHaveEnumConstants,Empty catch clause,The method has an empty catch block.,453
javapoet,com.squareup.javapoet,TypeSpecTest,enumWithMembersButNoConstructorCall,Long Statement,The length of the statement "TypeSpec roshambo=TypeSpec.enumBuilder("Roshambo").addEnumConstant("SPOCK"`TypeSpec.anonymousClassBuilder("").addMethod(MethodSpec.methodBuilder("toString").addAnnotation(Override.class).addModifiers(Modifier.PUBLIC).returns(String.class).addCode("return $S;\n"`"west side").build()).build()).build();" is 301.,463
javapoet,com.squareup.javapoet,TypeSpecTest,enumWithMembersButNoConstructorCall,Long Statement,The length of the statement "assertThat(toString(roshambo)).isEqualTo("" + "package com.squareup.tacos;\n" + "\n"+ "import java.lang.Override;\n"+ "import java.lang.String;\n"+ "\n"+ "enum Roshambo {\n"+ " SPOCK {\n"+ " @Override\n"+ " public String toString() {\n"+ " return \"west side\";\n"+ " }\n"+ " }\n"+ "}\n");" is 289.,463
javapoet,com.squareup.javapoet,TypeSpecTest,enumWithAnnotatedValues,Long Statement,The length of the statement "TypeSpec roshambo=TypeSpec.enumBuilder("Roshambo").addModifiers(Modifier.PUBLIC).addEnumConstant("ROCK"`TypeSpec.anonymousClassBuilder("").addAnnotation(Deprecated.class).build()).addEnumConstant("PAPER").addEnumConstant("SCISSORS").build();" is 241.,490
javapoet,com.squareup.javapoet,TypeSpecTest,enumWithAnnotatedValues,Long Statement,The length of the statement "assertThat(toString(roshambo)).isEqualTo("" + "package com.squareup.tacos;\n" + "\n"+ "import java.lang.Deprecated;\n"+ "\n"+ "public enum Roshambo {\n"+ " @Deprecated\n"+ " ROCK`\n"+ "\n"+ " PAPER`\n"+ "\n"+ " SCISSORS\n"+ "}\n");" is 231.,490
javapoet,com.squareup.javapoet,TypeSpecTest,methodThrows,Long Statement,The length of the statement "TypeSpec taco=TypeSpec.classBuilder("Taco").addModifiers(Modifier.ABSTRACT).addMethod(MethodSpec.methodBuilder("throwOne").addException(IOException.class).build()).addMethod(MethodSpec.methodBuilder("throwTwo").addException(IOException.class).addException(ClassName.get(tacosPackage`"SourCreamException")).build()).addMethod(MethodSpec.methodBuilder("abstractThrow").addModifiers(Modifier.ABSTRACT).addException(IOException.class).build()).addMethod(MethodSpec.methodBuilder("nativeThrow").addModifiers(Modifier.NATIVE).addException(IOException.class).build()).build();" is 569.,515
javapoet,com.squareup.javapoet,TypeSpecTest,methodThrows,Long Statement,The length of the statement "assertThat(toString(taco)).isEqualTo("" + "package com.squareup.tacos;\n" + "\n"+ "import java.io.IOException;\n"+ "\n"+ "abstract class Taco {\n"+ " void throwOne() throws IOException {\n"+ " }\n"+ "\n"+ " void throwTwo() throws IOException` SourCreamException {\n"+ " }\n"+ "\n"+ " abstract void abstractThrow() throws IOException;\n"+ "\n"+ " native void nativeThrow() throws IOException;\n"+ "}\n");" is 403.,515
javapoet,com.squareup.javapoet,TypeSpecTest,typeVariables,Long Statement,The length of the statement "TypeSpec typeSpec=TypeSpec.classBuilder("Location").addTypeVariable(t).addTypeVariable(p).addSuperinterface(ParameterizedTypeName.get(ClassName.get(Comparable.class)`p)).addField(t`"label").addField(p`"x").addField(p`"y").addMethod(MethodSpec.methodBuilder("compareTo").addAnnotation(Override.class).addModifiers(Modifier.PUBLIC).returns(int.class).addParameter(p`"p").addCode("return 0;\n").build()).addMethod(MethodSpec.methodBuilder("of").addModifiers(Modifier.PUBLIC`Modifier.STATIC).addTypeVariable(t).addTypeVariable(p).returns(ParameterizedTypeName.get(location`t`p)).addParameter(t`"label").addParameter(p`"x").addParameter(p`"y").addCode("throw new $T($S);\n"`UnsupportedOperationException.class`"TODO").build()).build();" is 730.,552
